#Date/Time;of;Update:;2017-11-20;3:07:27;PM;#Player;ID;#LastName;#FirstName;#Jersey;Num;#Position;#Height;#Weight;#Birth;Date;#Age;#Birth;City;#Birth;Country;#Rookie;#Team;ID;#Team;Abbr.;#Team;City;#Team;Name
;9193;Lauvergne;Joffrey;77;C;"6'11""";220;1991-09-29;26;;;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9343;LaVine;Zach;8;SG;"6'5""";189;1995-03-09;22;;;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;9261;Lawson;Ty;10;G;"5'11""";195;1987-11-02;30;Clinton, MD;USA;N;103;SAC;Sacramento;Kings;;;;;;;;;;;;;;
;10107;Layman;Jake;10;F;"6'9""";210;1994-03-07;23;;;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;13746;Leaf;T.;J.;22;F;"6'10""";225;1997-04-30;20;;;Y;87;IND;Indiana;Pacers;;;;;;;;;;;;;
;9186;Lee;David;42;PF;"6'9""";245;1983-04-29;34;St. Louis, MO;USA;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9127;Lee;Courtney;1;SG;"6'5""";200;1985-10-03;32;Indianapolis, IN;USA;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9431;Len;Alex;21;C;"7'1""";260;1993-06-16;24;;;N;104;PHX;Phoenix;Suns;;;;;;;;;;;;;;
;9446;Leonard;Meyers;11;PF;"7'1""";245;1992-02-27;25;;;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;9476;Leonard;Kawhi;2;SF;"6'7""";230;1991-06-29;26;Los Angeles, CA;USA;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9432;Leuer;Jon;30;PF;"6'10""";228;1989-05-14;28;Long Lake, MN;USA;N;88;DET;Detroit;Pistons;;;;;;;;;;;;;;
;9659;Levert;Caris;22;G;"6'6""";185;1994-08-25;23;;USA;N;84;BRO;Brooklyn;Nets;;;;;;;;;;;;;;
;10104;Liggins;DeAndre;14;G;"6'6""";209;1988-03-30;29;Chicago, IL;USA;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;9445;Lillard;Damian;0;PG;"6'3""";195;1990-07-15;27;;;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;9138;Lin;Jeremy;7;SG;"6'3""";200;1988-08-23;29;;USA;N;84;BRO;Brooklyn;Nets;;;;;;;;;;;;;;
;9224;Livingston;Shaun;34;PG;"6'7""";182;1985-09-11;32;Peoria, IL;USA;N;101;GSW;Golden;State;Warriors;;;;;;;;;;;;;
;11957;Long;Shawn;;PF;"6'9""";248;1993-01-28;24;Morgan City, LA;USA;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;9227;Looney;Kevon;36;PF;"6'9""";220;1996-02-06;21;Milwaukee, WI;USA;N;101;GSW;Golden;State;Warriors;;;;;;;;;;;;;
;9378;Lopez;Robin;8;C;"7'0""";265;1988-04-01;29;North Hollywood, CA;USA;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;9118;Lopez;Brook;11;C;"7'0""";275;1988-03-31;29;;;N;105;LAL;Los;Angeles;Lakers;;;;;;;;;;;;;
;9161;Love;Kevin;0;PF;"6'10""";251;1988-09-07;29;Santa Monica, CA;USA;N;86;CLE;Cleveland;Cavaliers;;;;;;;;;;;;;;
;9490;Lowry;Kyle;7;PG;"6'0""";205;1986-03-25;31;Philadelphia, PA;USA;N;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;13830;Lucas;Kalin;27;PG;"6'1""";195;1989-05-24;28;Sterling Heights, MI;USA;Y;95;ORL;Orlando;Magic;;;;;;;;;;;;;;
;10128;Lucas;III;John;11;G;"5'11""";166;1982-11-20;35;Washington, DC;USA;N;100;MIN;Minnesota;Timberwolves;;;;;;;;;;;;;
;10139;Luwawu-Cabarrot;Timothe;20;G;"6'6""";205;1995-05-09;22;;;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;13751;Lydon;Tyler;20;F;"6'9""";220;1996-04-09;21;;;Y;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9512;Lyles;Trey;7;PF;"6'10""";234;1995-11-04;22;;;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9502;Mack;Shelvin;6;PG;"6'3""";203;1990-04-21;27;;;N;95;ORL;Orlando;Magic;;;;;;;;;;;;;;
;11959;Magette;Josh;11;PG;"6'1""";160;1989-11-27;27;Birmingham, AL;USA;N;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;9249;Mahinmi;Ian;28;C;"6'11""";255;1986-11-05;31;Rouen;France;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;10126;Maker;Thon;7;F;"7'1""";223;1997-02-25;20;;;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;13924;Malone;Michael;;C;;;;;;;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9484;Marjanovic;Boban;40;C;"7'3""";290;1988-08-15;29;Zajecar;Yugoslavia;N;88;DET;Detroit;Pistons;;;;;;;;;;;;;;
;13734;Markkanen;Lauri;24;C;"7'0""";230;;;Vantaa;Finland;Y;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;9424;Marshall;Kendall;5;PG;"6'4""";200;1991-08-18;26;Dumfries, VA;USA;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;9303;Martin;Jarell;10;PF;"6'10""";239;1994-05-24;23;;;N;107;MEM;Memphis;Grizzlies;;;;;;;;;;;;;;
;13811;Mason;Frank;10;PG;"5'11""";190;1994-04-03;23;Petersburg, VA;USA;Y;103;SAC;Sacramento;Kings;;;;;;;;;;;;;;
;13824;Mathews;Jordan;;SG;"6'4""";203;1994-06-22;23;;;Y;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;13787;Mathiang;Mangok;9;PF;"6'10""";230;1992-10-08;25;;Sudan;Y;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;;
;9179;Matthews;Wesley;23;SG;"6'5""";220;1986-10-14;31;;;N;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;9275;Mbah;a;Moute;Luc;12;PF;"6'8""";230;1986-09-08;31;;;N;109;HOU;Houston;Rockets;;;;;;;;;;;;
;9226;McAdoo;James;Michael;14;PF;"6'9""";230;1993-01-03;24;;;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;
;9546;McCallum;Ray;5;PG;"6'3""";190;1991-06-11;26;Madison, WI;USA;N;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;;
;10112;McCaw;Patrick;;G;"6'7""";185;1995-10-25;22;St. Louis, MI;USA;N;101;GSW;Golden;State;Warriors;;;;;;;;;;;;;
;10152;McClellan;Sheldon;9;G;"6'6""";200;1992-12-21;24;;;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;9447;McCollum;CJ;3;SG;"6'4""";200;1991-09-19;26;;;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;9423;McConnell;TJ;12;PG;"6'2""";200;1992-03-25;25;;;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;13821;McCree;Erik;;SF;"6'8""";225;1993-12-20;23;Orlando, FL;USA;Y;92;MIA;Miami;Heat;;;;;;;;;;;;;;
;9117;McCullough;Chris;1;PF;"6'11""";200;1995-02-05;22;;;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;9242;McDaniels;KJ;32;SF;"6'6""";205;1993-02-08;24;;;N;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;9148;McDermott;Doug;20;SF;"6'8""";225;1992-01-02;25;;;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9393;McGary;Mitch;33;PF;"6'10""";255;1992-06-05;25;Chesterton, IN;USA;N;96;OKL;Oklahoma;City;Thunder;;;;;;;;;;;;;
;9173;McGee;JaVale;11;C;"7'0""";270;1988-01-19;29;Flint, MI;USA;N;101;GSW;Golden;State;Warriors;;;;;;;;;;;;;
;9663;McGruder;Rodney;17;SG;"6'4""";205;1991-07-28;26;Landover, MD;USA;N;92;MIA;Miami;Heat;;;;;;;;;;;;;;
;13839;McKinney-Jones;Trey;10;G;"6'5""";214;1990-08-27;27;Milwaukee, WI;USA;Y;87;IND;Indiana;Pacers;;;;;;;;;;;;;;
;13865;McKinnie;Alfonso;34;F;"6'8""";215;1992-09-17;25;;;Y;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;9458;McLemore;Ben;23;SG;"6'5""";195;1993-02-10;24;;;N;107;MEM;Memphis;Grizzlies;;;;;;;;;;;;;;
;13897;McMillan;Nate;;C;;;;;;;N;87;IND;Indiana;Pacers;;;;;;;;;;;;;;
;9170;McRae;Jordan;12;PG;"6'6""";185;1991-03-27;26;Savannah, GA;USA;N;86;CLE;Cleveland;Cavaliers;;;;;;;;;;;;;;
;9309;McRoberts;Josh;13;PF;"6'10""";240;1987-02-27;30;;;N;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;9206;Meeks;Jodie;20;SG;"6'4""";210;1987-08-20;30;Nashville, TN;USA;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;9185;Mejri;Salah;50;C;"7'1""";245;1986-06-15;31;;;N;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;9110;Mickey;Jordan;25;PF;"6'8""";235;1994-07-08;23;;;N;92;MIA;Miami;Heat;;;;;;;;;;;;;;
;9334;Middleton;Khris;22;SG;"6'8""";234;1991-08-12;26;;;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;9247;Miles;CJ;0;SF;"6'6""";231;1987-04-17;30;;;N;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;11924;Miller;Darius;21;SF;"6'8""";225;1990-03-20;27;Mysville, KA;USA;N;110;NOP;New;Orleans;Pelicans;;;;;;;;;;;;;
;9199;Miller;Mike;3;SF;"6'8""";218;1980-02-18;37;Mitchell, SD;USA;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;13866;Miller;Malcolm;13;F;"6'7""";210;1993-03-06;24;;;Y;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;9474;Mills;Patty;8;PG;"6'0""";185;1988-08-11;29;;;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9538;Millsap;Elijah;;SG;"6'6""";225;1987-08-11;30;Monroe, LA;USA;N;104;PHX;Phoenix;Suns;;;;;;;;;;;;;;
;9093;Millsap;Paul;4;PF;"6'8""";246;1985-02-09;32;Monroe, LA;USA;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9146;Mirotic;Nikola;44;PF;"6'10""";220;1991-02-11;26;;;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;13741;Mitchell;Donovan;45;G;;215;1996-09-07;21;;;Y;98;UTA;Utah;Jazz;;;;;;;;;;;;;;
;13846;Mitrou-Long;Naz;30;G;"6'4""";209;1993-08-03;24;Mississauga, ON;Canada;Y;98;UTA;Utah;Jazz;;;;;;;;;;;;;;
;13739;Monk;Malik;1;G;"6'3""";200;1998-02-04;19;;;Y;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;;
;9335;Monroe;Greg;15;C;"6'11""";265;1990-06-03;27;;;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;9455;Montero;Luis;;SG;"6'7""";185;1993-04-05;24;Santo;Domingo;DominicanRepublic;N;88;DET;Detroit;Pistons;;;;;;;;;;;;;
;13831;Moore;Ben;26;F;"6'7""";203;1995-05-13;22;Bolingbrook, IL;USA;Y;87;IND;Indiana;Pacers;;;;;;;;;;;;;;
;9147;Moore;E'Twaun;55;SG;"6'4""";205;1989-02-28;28;East Chicago, IN;USA;N;110;NOP;New;Orleans;Pelicans;;;;;;;;;;;;;
;9471;Moreland;Eric;;PF;"6'10""";238;1991-12-24;25;;;N;88;DET;Detroit;Pistons;;;;;;;;;;;;;;
;13834;Morgan;Jeremy;20;G;"6'5""";192;1995-05-08;22;Coralville, IA;USA;Y;107;MEM;Memphis;Grizzlies;;;;;;;;;;;;;;
;9520;Morris;Markieff;5;PF;"6'10""";245;1989-09-02;28;;;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;13791;Morris;Monte;11;PG;"6'3""";175;1995-06-27;22;Grand Rapids, MI;USA;Y;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9207;Morris;Marcus;13;SF;"6'9""";235;1989-09-01;28;;;N;82;BOS;Boston;Celtics;;;;;;;;;;;;;;
;9392;Morrow;Anthony;24;SG;"6'5""";210;1985-09-26;32;;;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;9234;Motiejunas;Donatas;20;PF;"7'0""";222;1990-09-19;27;Kaunas;Lithuania;N;110;NOP;New;Orleans;Pelicans;;;;;;;;;;;;;
;13818;Motley;Johnathan;6;PF;"6'10""";230;1995-05-04;22;Houston, TX;USA;Y;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;9160;Mozgov;Timofey;20;C;"7'1""";275;1986-07-15;31;St.;Petersburg;Russia;N;84;BRO;Brooklyn;Nets;;;;;;;;;;;;;
;9194;Mudiay;Emmanuel;0;PG;"6'5""";200;1996-03-05;21;Kinshasa;Congo;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9339;Muhammad;Shabazz;15;SF;"6'6""";223;1992-11-13;25;;;N;100;MIN;Minnesota;Timberwolves;;;;;;;;;;;;;;
;9306;Munford;Xavier;9;SG;"6'3""";180;1992-05-31;25;;;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;10134;Murray;Jamal;27;G;"6'4""";207;1997-02-23;20;;;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;10165;Murray;Dejounte;5;G;"6'5""";170;1996-09-19;21;;;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9092;Muscala;Mike;31;C;"6'11""";240;1991-07-01;26;;;N;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;13770;Nader;Abdel;28;SF;"6'6""";230;1993-09-25;24;;;Y;82;BOS;Boston;Celtics;;;;;;;;;;;;;;
;9286;Nance;Jr.;Larry;7;PF;"6'9""";230;1993-01-01;24;;;N;105;LAL;Los;Angeles;Lakers;;;;;;;;;;;;
;9405;Napier;Shabazz;13;PG;"6'1""";175;1991-07-14;26;Roxbury, MA;USA;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;9661;Ndour;Maurice;;F;"6'9""";200;1992-06-17;25;Sindia;Senegal;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9535;Neal;Gary;;PG;"6'4""";210;1984-10-01;33;Baltimore, MD;USA;N;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;9195;Nelson;Jameer;1;PG;"6'0""";190;1982-02-09;35;;;N;110;NOP;New;Orleans;Pelicans;;;;;;;;;;;;;
;12198;Nene;Maybyner;42;C;;;;;;;N;109;HOU;Houston;Rockets;;;;;;;;;;;;;;
;9514;Neto;Raul;25;PG;"6'1""";179;1992-05-19;25;Belo;Horizonte;Brazil;N;98;UTA;Utah;Jazz;;;;;;;;;;;;;
;10162;Niang;George;31;F;"6'8""";230;1993-06-16;24;;;N;101;GSW;Golden;State;Warriors;;;;;;;;;;;;;
;9401;Nicholson;Andrew;44;PF;"6'9""";250;1989-12-06;27;Mississauga, ON;Canada;N;84;BRO;Brooklyn;Nets;;;;;;;;;;;;;;
;13829;Nnoko;Landry;35;PF;"6'10""";255;1994-04-09;23;Yaounde;Cameroon;Y;88;DET;Detroit;Pistons;;;;;;;;;;;;;;
;9143;Noah;Joakim;13;C;"6'11""";232;1985-02-25;32;New York, NY;USA;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9413;Noel;Nerlens;4;C;"6'11""";228;1994-04-09;23;;;N;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;9487;Nogueira;Lucas;92;C;"7'0""";220;1992-07-26;25;Sao;Goncalo;Brazil;N;81;TOR;Toronto;Raptors;;;;;;;;;;;;;
;9336;Novak;Steve;6;PF;"6'10""";225;1983-06-12;34;Libertyville, IL;USA;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;9172;Nowitzki;Dirk;41;PF;"7'0""";245;1978-06-19;39;;;N;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;13735;Ntilikina;Frank;11;G;"6'5""";190;1998-07-28;19;Ixelles;Belgium;Y;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9192;Nurkic;Jusuf;23;C;"7'0""";280;1994-08-23;23;;;N;97;POR;Portland;Trail;Blazers;;;;;;;;;;;;;
;12199;Nwaba;David;11;G;"6'4""";209;1993-01-13;24;;;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;9332;O'Bryant;III;Johnny;77;PF;"6'9""";257;1993-06-01;24;;;N;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;
;10153;Ochefu;Daniel;32;F;"6'11""";245;1993-12-15;23;;;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;13775;Ojeleye;Semi;37;PF;"6'7""";235;1994-12-05;22;Overland Park, KS;USA;Y;82;BOS;Boston;Celtics;;;;;;;;;;;;;;
;9421;Okafor;Jahlil;8;C;"6'11""";275;1995-12-15;21;;;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;13835;Okafor;Emeka;50;C;"6'10""";252;1982-09-28;35;Houston, TX;USA;Y;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;9402;Oladipo;Victor;4;SG;"6'4""";210;1992-05-03;25;Upper Marlboro, MD;USA;N;87;IND;Indiana;Pacers;;;;;;;;;;;;;;
;13768;Oliver;Cameron;;PF;"6'8""";225;1996-07-11;21;;;Y;109;HOU;Houston;Rockets;;;;;;;;;;;;;;
;9100;Olynyk;Kelly;9;C;"7'0""";238;1991-04-18;26;;;N;92;MIA;Miami;Heat;;;;;;;;;;;;;;
;13792;O'Neale;Royce;;SF;"6'6""";226;1993-06-05;24;Killeen, TX;USA;Y;98;UTA;Utah;Jazz;;;;;;;;;;;;;;
;10164;Onuaku;Chinanu;21;F;"6'10""";245;1996-11-01;21;;;N;109;HOU;Houston;Rockets;;;;;;;;;;;;;;
;10116;Onuaku;Arinze;21;F;"6'9""";255;1987-07-12;30;;;N;109;HOU;Houston;Rockets;;;;;;;;;;;;;;
;9376;O'Quinn;Kyle;9;PF;"6'10""";250;1990-03-26;27;Jamaica, NY;USA;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;13780;Osman;Cedi;16;SF;"6'8""";215;1995-04-08;22;;;Y;86;CLE;Cleveland;Cavaliers;;;;;;;;;;;;;;
;13799;Ouattara;Yakuba;;SG;"6'4""";220;1992-01-24;25;;Ghana;Y;84;BRO;Brooklyn;Nets;;;;;;;;;;;;;;
;9526;Oubre;Jr.;Kelly;12;SF;"6'7""";205;1995-12-09;21;;;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;
;9183;Pachulia;Zaza;27;C;"6'11""";275;1984-02-10;33;Tbilisi;Russia;N;101;GSW;Golden;State;Warriors;;;;;;;;;;;;;
;11982;Paige;Marcus;;PG;"6'2""";164;1993-09-11;24;Marion, IA;USA;N;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;;
;10142;Papagiannis;Georgios;13;C;"7'1""";240;1997-07-03;20;;;N;103;SAC;Sacramento;Kings;;;;;;;;;;;;;;
;9472;Parker;Tony;9;PG;"6'2""";185;1982-05-17;35;Bruges;Belgium;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9329;Parker;Jabari;12;PF;"6'8""";250;1995-03-15;22;;;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;;
;9174;Parsons;Chandler;25;SF;"6'10""";230;1988-10-25;29;Casselberry, FL;USA;N;107;MEM;Memphis;Grizzlies;;;;;;;;;;;;;;
;13757;Pasecniks;Anzejs;10;C;"7'1""";220;1995-12-20;21;;;Y;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;9488;Patterson;Patrick;54;PF;"6'9""";235;1989-03-13;28;;;N;96;OKL;Oklahoma;City;Thunder;;;;;;;;;;;;;
;9094;Patterson;Lamar;33;SG;"6'6""";215;1991-08-10;26;Lancaster, PA;USA;N;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;13744;Patton;Justin;24;C;"7'0""";230;1997-06-14;20;;;Y;100;MIN;Minnesota;Timberwolves;;;;;;;;;;;;;;
;9265;Paul;Chris;3;PG;"6'0""";175;1985-05-05;32;;;N;109;HOU;Houston;Rockets;;;;;;;;;;;;;;
;11951;Paul;Branden;;SG;"6'4""";200;1991-04-30;26;Gurnee, IL;USA;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9394;Payne;Cameron;22;PG;"6'3""";185;1994-08-08;23;;;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;9344;Payne;Adreian;33;PF;"6'10""";237;1991-02-18;26;;;N;95;ORL;Orlando;Magic;;;;;;;;;;;;;;
;9407;Payton;Elfrid;4;PG;"6'4""";185;1994-02-22;23;;;N;95;ORL;Orlando;Magic;;;;;;;;;;;;;;
;11882;Payton;II;Gary;;PG;"6'3""";184;1992-12-01;24;Seattle, WA;USA;N;90;MIL;Milwaukee;Bucks;;;;;;;;;;;;;
;13774;Peak;L.J.;;SG;"6'5""";215;;;Gaffney, SC;USA;Y;82;BOS;Boston;Celtics;;;;;;;;;;;;;;
;9362;Perkins;Kendrick;21;C;"6'10""";270;1984-11-09;33;;;N;86;CLE;Cleveland;Cavaliers;;;;;;;;;;;;;;
;13833;Perrantes;London;7;G;"6'2""";200;1994-10-03;23;Los Angeles, CA;USA;Y;86;CLE;Cleveland;Cavaliers;;;;;;;;;;;;;;
;13795;Peters;Alec;25;PF;"6'9""";235;1995-04-13;22;Washington, IL;USA;Y;104;PHX;Phoenix;Suns;;;;;;;;;;;;;;
;13827;Petrasek;Luke;;SF;"6'10""";215;1995-08-17;22;Northport, NY;USA;Y;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;;
;9267;Pierce;Paul;34;SF;"6'7""";235;1977-10-12;40;Oakland, CA;USA;N;102;LAC;Los;Angeles;Clippers;;;;;;;;;;;;;
;11127;Plumlee;Marshall;40;C;"7'0""";250;1992-07-13;25;;;N;102;LAC;Los;Angeles;Clippers;;;;;;;;;;;;;
;9442;Plumlee;Mason;24;C;"6'11""";245;1990-03-05;27;;;N;99;DEN;Denver;Nuggets;;;;;;;;;;;;;;
;9322;Plumlee;Miles;18;C;"6'11""";249;1988-08-30;29;Fort Wayne, IN;USA;N;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;10122;Poeltl;Jakob;42;C;"7'0""";230;1995-10-15;22;Vienna;Austria;N;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;9351;Pondexter;Quincy;20;SG;"6'7""";220;1988-03-09;29;Fresno, CA;USA;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;13896;Popovich;Gregg;;C;;;;;;;N;106;SAS;San;Antonio;Spurs;;;;;;;;;;;;;
;9524;Porter;Jr.;Otto;22;SF;"6'8""";198;1993-06-03;24;;;N;94;WAS;Washington;Wizards;;;;;;;;;;;;;
;9151;Portis;Bobby;5;PF;"6'11""";230;1995-02-10;22;;;N;89;CHI;Chicago;Bulls;;;;;;;;;;;;;;
;9373;Porzingis;Kristaps;6;PF;"7'3""";240;1995-08-02;22;Liepaja;Latvia;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9177;Powell;Dwight;7;PF;"6'11""";240;1991-07-20;26;;;N;108;DAL;Dallas;Mavericks;;;;;;;;;;;;;;
;9500;Powell;Norman;24;SG;"6'4""";215;1993-05-25;24;San Diego, CA;USA;N;81;TOR;Toronto;Raptors;;;;;;;;;;;;;;
;11960;Poythress;Alex;0;C;"6'8""";239;1993-09-05;24;Clarksville, TN;USA;N;87;IND;Indiana;Pacers;;;;;;;;;;;;;;
;9549;Pressey;Phil;25;PG;"5'11""";175;1991-02-16;26;Dallas, TX;USA;N;104;PHX;Phoenix;Suns;;;;;;;;;;;;;;
;9437;Price;Ronnie;;PG;"6'2""";190;1983-06-20;34;Friendswood, TX;USA;N;104;PHX;Phoenix;Suns;;;;;;;;;;;;;;
;10155;Prince;Taurean;12;F;"6'8""";220;1994-03-22;23;;;N;91;ATL;Atlanta;Hawks;;;;;;;;;;;;;;
;13807;Pullen;Jacob;;PG;"6'1""";200;1989-11-10;28;Maywood, IL;USA;Y;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;10170;Quarterman;Tim;55;G;"6'6""";190;1994-10-26;23;;;N;109;HOU;Houston;Rockets;;;;;;;;;;;;;;
;13814;Rabb;Ivan;10;PF;"6'10""";220;1997-02-04;20;Oakland, CA;USA;Y;107;MEM;Memphis;Grizzlies;;;;;;;;;;;;;;
;11699;Randle;Chasson;5;PG;"6'2""";185;1993-02-04;24;Rock Island, IL;USA;N;83;NYK;New;York;Knicks;;;;;;;;;;;;;
;9282;Randle;Julius;30;PF;"6'9""";250;1994-11-29;22;;;N;105;LAL;Los;Angeles;Lakers;;;;;;;;;;;;;
;9294;Randolph;Zach;50;PF;"6'9""";260;1981-07-15;36;;;N;103;SAC;Sacramento;Kings;;;;;;;;;;;;;;
;9264;Redick;JJ;17;SG;"6'4""";190;1984-06-23;33;;;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;13758;Reed;Davon;;SG;"6'6""";220;1995-06-11;22;;;Y;104;PHX;Phoenix;Suns;;;;;;;;;;;;;;
;9123;Reed;Willie;35;PF;"6'11""";235;1990-05-15;27;Kansas City, MI;USA;N;102;LAC;Los;Angeles;Clippers;;;;;;;;;;;;;
;9317;Richardson;Josh;0;SG;"6'6""";200;1993-09-15;24;;;N;92;MIA;Miami;Heat;;;;;;;;;;;;;;
;10141;Richardson;Malachi;5;G;"6'6""";205;1996-01-05;21;;;N;103;SAC;Sacramento;Kings;;;;;;;;;;;;;;
;9270;Rivers;Austin;25;SG;"6'4""";200;1992-08-01;25;;;N;102;LAC;Los;Angeles;Clippers;;;;;;;;;;;;;
;9385;Roberson;Andre;21;SG;"6'7""";210;1991-12-04;25;;;N;96;OKL;Oklahoma;City;Thunder;;;;;;;;;;;;;
;9443;Roberts;Brian;22;PG;"6'1""";173;1985-12-02;31;Toledo, OH;USA;N;93;CHA;Charlotte;Hornets;;;;;;;;;;;;;;
;13810;Robinson;Devin;7;SF;"6'8""";200;1995-03-07;22;;;Y;94;WAS;Washington;Wizards;;;;;;;;;;;;;;
;9122;Robinson;Thomas;15;F;"6'10""";237;1991-03-16;26;;;N;105;LAL;Los;Angeles;Lakers;;;;;;;;;;;;;
;9257;Robinson;III;Glenn;40;SF;"6'7""";222;1994-01-08;23;;;N;87;IND;Indiana;Pacers;;;;;;;;;;;;;
;10114;Rodriguez;Sergio;14;G;"6'3""";176;1986-06-11;31;Tenerife;Spain;N;85;PHI;Philadelphia;76ers;;;;;;;;;;;;;;
;9464;Rondo;Rajon;9;PG;"6'1""";186;1986-02-21;31;Louisville, KY;USA;N;110;NOP;New;Orleans;Pelicans;;;;;;;;;;;;;
;9142;Rose;Derrick;1;PG;"6'3""";190;1988-10-03;29;Chicago, IL;USA;N;86;CLE;Cleveland;Cavaliers;;;;;;;;;;;;;;
;9492;Ross;Terrence;31;SF;"6'7""";195;1991-02-04;26;;;N;95;ORL;Orlando;Magic;;;;;;;;;;;;;;
;9105;Rozier;Terry;12;PG;"6'2""";190;1994-03-17;23;;;N;82;BOS;Boston;Celtics;;;;;;;;;;;;;;
